i,item,reason
30461,KR6533372A60,missing_explicit_survival_coupon
30462,KR6513304A65,unsupported_PRCP_GRTE_RT
30463,KR6663301A61,unsupported_ki_window
30468,KR6793303A64,missing_explicit_survival_coupon
30471,KR6769305A62,averaging_not_supported
30472,KR6533374A68,payment_lag_not_identifiable_from_maturity
30473,KR6769306A61,averaging_not_supported
30474,KR6533366A68,extra_formula_or_level_PMT_1_FRML
30475,20200602000034_24623,missing_explicit_survival_coupon
30477,KR6533370A62,missing_explicit_survival_coupon
30478,KR6533369A65,missing_explicit_survival_coupon
30479,20200602000034_24630,missing_explicit_survival_coupon
30480,KR6533380A60,missing_explicit_survival_coupon
30481,KR6553303A62,unsupported_PRCP_GRTE_RT
30482,KR6583355A66,unsupported_PRCP_GRTE_RT
30485,KR6533371A61,missing_explicit_survival_coupon
30486,KR6533379A63,missing_explicit_survival_coupon
30491,20200605000232_351,payment_lag_not_identifiable_from_maturity
30492,20200605000243_24671,missing_explicit_survival_coupon
30493,KR65333ALA60,missing_explicit_survival_coupon
30496,20200605000243_24679,missing_explicit_survival_coupon
30499,KR6659316A62,averaging_not_supported
30504,20200604000043_24662,missing_explicit_survival_coupon
30505,KR65333ANA68,missing_explicit_survival_coupon
30506,KR65333AGA67,payment_lag_not_identifiable_from_maturity
30507,KR65333AFA68,missing_explicit_survival_coupon
30508,20200604000043_24664,missing_explicit_survival_coupon
30510,KR65333APA66,missing_explicit_survival_coupon
30511,KR6703347A61,unsupported_PRCP_GRTE_RT
30513,20200604000043_24660,payment_lag_not_identifiable_from_maturity
30514,20200611000339_11127,unsupported_PRCP_GRTE_RT
30515,20200605000243_24673,payment_lag_not_identifiable_from_maturity
30516,KR65333C3A69,extra_formula_or_level_PMT_1_FRML
30517,20200604000043_24665,missing_explicit_survival_coupon
30518,20200605000243_24667,extra_formula_or_level_PMT_1_FRML
30519,20200605000243_24668,missing_explicit_survival_coupon
30520,20200604000043_24663,missing_explicit_survival_coupon
30521,20200604000043_24659,payment_lag_not_identifiable_from_maturity
30522,20200605000243_24676,missing_explicit_survival_coupon
30523,20200605000243_24677,missing_explicit_survival_coupon
30525,20200605000243_24672,payment_lag_not_identifiable_from_maturity
30526,20200605000243_24670,missing_explicit_survival_coupon
30527,20200605000243_24674,missing_explicit_survival_coupon
30528,KR65333ACA61,missing_explicit_survival_coupon
30529,KR65333AEA69,missing_explicit_survival_coupon
30530,KR65333ADA60,missing_explicit_survival_coupon
30531,KR65333AKA61,missing_explicit_survival_coupon
30532,20200605000243_24669,missing_explicit_survival_coupon
30533,KR65333AMA69,missing_explicit_survival_coupon
30536,20200605000243_24675,missing_explicit_survival_coupon
30538,20200605000243_24678,missing_explicit_survival_coupon
30539,KR65333AJA64,missing_explicit_survival_coupon
30540,KR65333ABA62,extra_formula_or_level_PMT_1_FRML
30541,KR65333AHA66,payment_lag_not_identifiable_from_maturity
30542,20200608000169_4549,unsupported_ki_window
30545,KR65833ADA65,unsupported_PRCP_GRTE_RT
30547,20200604000250_1815,payment_lag_not_identifiable_from_maturity
30548,KR6663310A60,unsupported_ki_window
30550,KR6769311A64,averaging_not_supported
30552,KR6513307A62,unsupported_PRCP_GRTE_RT
30557,KR65833AEA64,unsupported_PRCP_GRTE_RT
30563,KR6793308A69,missing_explicit_survival_coupon
30569,KR65333BVA67,missing_explicit_survival_coupon
30570,KR65333BLA69,extra_formula_or_level_PMT_1_FRML
30571,KR65333BRA63,missing_explicit_survival_coupon
30572,KR65333BSA62,missing_explicit_survival_coupon
30573,KR65333BMA68,missing_explicit_survival_coupon
30574,KR65333BTA61,missing_explicit_survival_coupon
30575,KR65333BNA67,missing_explicit_survival_coupon
30576,KR65333BQA64,payment_lag_not_identifiable_from_maturity
30577,KR65333BPA65,missing_explicit_survival_coupon
30578,20200612000153_352,payment_lag_not_identifiable_from_maturity
30595,KR6659335A69,averaging_not_supported
30596,KR6703350A65,unsupported_PRCP_GRTE_RT
30598,KR6529348A69,missing_explicit_survival_coupon
30601,20200611000345_11151,unsupported_PRCP_GRTE_RT
30604,20200611000119_24715,missing_explicit_survival_coupon
30605,20200611000119_24714,payment_lag_not_identifiable_from_maturity
30608,20200611000119_24713,extra_formula_or_level_PMT_1_FRML
30611,KR6769320A63,averaging_not_supported
30617,KR6513311A66,unsupported_PRCP_GRTE_RT
30618,KR6793312A63,missing_explicit_survival_coupon
30620,KR6513310A67,unsupported_PRCP_GRTE_RT
30621,20200610000012_6803,unsupported_PRCP_GRTE_RT
30623,KR6663314A66,unsupported_ki_window
30629,20200611000113_1816,unsupported_ki_window
30630,KR65833C0A61,unsupported_PRCP_GRTE_RT
30633,KR65833BZA68,unsupported_PRCP_GRTE_RT
30635,KR65333CPA64,missing_explicit_survival_coupon
30637,KR65333CNA66,missing_explicit_survival_coupon
30638,KR65333CMA67,extra_formula_or_level_PMT_1_FRML
30640,KR65333CRA62,missing_explicit_survival_coupon
30644,KR65333CQA63,payment_lag_not_identifiable_from_maturity
30645,KR65333CTA60,missing_explicit_survival_coupon
30649,KR6703367A66,missing_explicit_survival_coupon
30656,KR65333DVA65,missing_explicit_survival_coupon
30657,KR6649316A63,missing_explicit_survival_coupon
30666,KR65333DYA62,payment_lag_not_identifiable_from_maturity
30669,KR65333E0A68,payment_lag_not_identifiable_from_maturity
30671,KR6529381A67,missing_explicit_survival_coupon
30673,KR6659348A64,averaging_not_supported
30679,KR6769335A66,averaging_not_supported
30682,KR65333DDA67,missing_explicit_survival_coupon
30683,KR65333DBA69,missing_explicit_survival_coupon
30684,KR65333DAA60,missing_explicit_survival_coupon
30685,KR6513312A65,payment_lag_not_identifiable_from_maturity
30686,KR65333DFA65,missing_explicit_survival_coupon
30687,KR6769336A65,averaging_not_supported
30688,KR6663321A67,unsupported_ki_window
30690,KR65333DCA68,payment_lag_not_identifiable_from_maturity
30695,KR6523391A68,unsupported_PRCP_GRTE_RT
30696,KR6523392A67,unsupported_PRCP_GRTE_RT
30697,KR6663322A66,unsupported_ki_window
30699,KR6513319A68,unsupported_PRCP_GRTE_RT
30701,KR65033B2A68,invalid_evaluation_dates
30702,KR6523393A66,unsupported_PRCP_GRTE_RT
30705,KR65333D9A61,extra_formula_or_level_PMT_1_FRML
30706,KR65833DLA62,unsupported_PRCP_GRTE_RT
30710,KR65333EAA69,missing_explicit_survival_coupon
30711,20200618000045_24743,payment_lag_not_identifiable_from_maturity
30720,KR6523395A64,missing_explicit_survival_coupon
30727,KR65333E9A69,missing_explicit_survival_coupon
30728,20200618000045_24741,extra_formula_or_level_PMT_1_FRML
30731,KR6643302A70,payment_lag_not_identifiable_from_maturity
30734,KR6523312A72,missing_explicit_survival_coupon
30747,20200624000327_1818,payment_lag_not_identifiable_from_maturity
30748,KR6523301A75,unsupported_PRCP_GRTE_RT
30749,KR6503311A75,unsupported_PRCP_GRTE_RT
30754,KR6583336A78,unsupported_PRCP_GRTE_RT
30756,KR6513304A73,unsupported_PRCP_GRTE_RT
30757,KR6659304A74,averaging_not_supported
30761,20200626000505_4561,unsupported_ki_window
30762,KR6663302A78,unsupported_ki_window
30763,20200626000505_4563,unsupported_ki_window
30764,KR6769305A70,averaging_not_supported
30767,KR6533310A73,missing_explicit_survival_coupon
30769,KR6533308A77,missing_explicit_survival_coupon
30771,KR6583340A72,unsupported_PRCP_GRTE_RT
30772,KR6533312A71,missing_explicit_survival_coupon
30773,20200626000030_24772,payment_lag_not_identifiable_from_maturity
30777,KR6533306A79,extra_formula_or_level_PMT_1_FRML
30779,KR6533307A78,missing_explicit_survival_coupon
30784,KR6529322A77,missing_explicit_survival_coupon
30787,KR6573312A77,missing_explicit_survival_coupon
30793,KR6643305A77,payment_lag_not_identifiable_from_maturity
30794,KR6703305A79,unsupported_PRCP_GRTE_RT
30796,KR6533348A79,missing_explicit_survival_coupon
30801,KR6523340A78,missing_explicit_survival_coupon
30809,KR6533366A76,payment_lag_not_identifiable_from_maturity
30816,KR6659320A74,averaging_not_supported
30817,KR6533365A77,extra_formula_or_level_PMT_1_FRML
30820,20200629000191_24782,missing_explicit_survival_coupon
30821,20200629000191_24781,missing_explicit_survival_coupon
30822,KR65833A3A70,unsupported_PRCP_GRTE_RT
30824,KR6663310A78,unsupported_ki_window
30825,20200701000304_1819,unsupported_ki_window
30828,KR6533323A78,extra_formula_or_level_PMT_1_FRML
30835,KR6533324A77,missing_explicit_survival_coupon
30836,KR65833A1A72,unsupported_PRCP_GRTE_RT
30837,KR6533325A76,missing_explicit_survival_coupon
30838,KR6533327A74,missing_explicit_survival_coupon
30839,KR6533326A75,payment_lag_not_identifiable_from_maturity
30840,KR6769311A72,averaging_not_supported
30843,KR6513311A74,unsupported_PRCP_GRTE_RT
30844,KR6703350A73,unsupported_PRCP_GRTE_RT
30846,KR6703306A78,unsupported_PRCP_GRTE_RT
30853,KR6643310A70,payment_lag_not_identifiable_from_maturity
30854,KR6703351A72,unsupported_PRCP_GRTE_RT
30860,KR65333A3A71,payment_lag_not_identifiable_from_maturity
30861,20200710000181_24825,missing_explicit_survival_coupon
30862,20200709000011_24821,missing_explicit_survival_coupon
30866,20200710000181_24826,payment_lag_not_identifiable_from_maturity
30869,KR6659337A75,averaging_not_supported
30872,KR6533358A76,missing_explicit_survival_coupon
30873,KR6703357A76,unsupported_PRCP_GRTE_RT
30874,KR6703353A70,unsupported_PRCP_GRTE_RT
30875,KR6533355A79,extra_formula_or_level_PMT_1_FRML
30878,KR6659336A76,averaging_not_supported
30882,KR6533360A72,missing_explicit_survival_coupon
30888,KR6663321A75,unsupported_ki_window
30889,KR65833B5A76,unsupported_PRCP_GRTE_RT
30893,KR65833B6A75,unsupported_PRCP_GRTE_RT
30894,KR6513317A78,unsupported_PRCP_GRTE_RT
30896,KR6769319A74,averaging_not_supported
30898,KR6513306A71,payment_lag_not_identifiable_from_maturity
30913,KR65233AJA73,missing_explicit_survival_coupon
30918,KR6703375A74,unsupported_PRCP_GRTE_RT
30920,KR6659351A76,averaging_not_supported
30931,KR6703377A72,unsupported_PRCP_GRTE_RT
30933,KR6643316A74,payment_lag_not_identifiable_from_maturity
30939,KR65333B0A72,missing_explicit_survival_coupon
30940,KR6769327A74,averaging_not_supported
30942,KR6769328A73,averaging_not_supported
30943,KR65333AXA74,extra_formula_or_level_PMT_1_FRML
30945,KR6513313A72,payment_lag_not_identifiable_from_maturity
30946,KR6533397A79,missing_explicit_survival_coupon
30947,KR6533391A75,extra_formula_or_level_PMT_1_FRML
30948,20200717000048_24844,missing_explicit_survival_coupon
30950,KR6533395A71,missing_explicit_survival_coupon
30953,KR65833CSA74,unsupported_PRCP_GRTE_RT
30954,KR6513326A77,unsupported_PRCP_GRTE_RT
30955,KR65333AZA72,payment_lag_not_identifiable_from_maturity
30956,KR6533394A72,payment_lag_not_identifiable_from_maturity
30958,KR6533393A73,missing_explicit_survival_coupon
30967,20200724000380_359,payment_lag_not_identifiable_from_maturity
30979,KR6513331A70,unsupported_PRCP_GRTE_RT
30980,KR65833E1A74,unsupported_PRCP_GRTE_RT
30981,KR6533323A86,payment_lag_not_identifiable_from_maturity
30988,KR6659367A78,averaging_not_supported
30989,KR6533305A88,missing_explicit_survival_coupon
30990,KR65293BKA76,missing_explicit_survival_coupon
30994,20200722000282_1822,unsupported_ki_window
30995,KR6533304A89,missing_explicit_survival_coupon
30999,KR6533324A85,extra_formula_or_level_PMT_1_FRML
31000,KR6533307A86,missing_explicit_survival_coupon
31003,KR6533322A87,missing_explicit_survival_coupon
31004,KR6533303A80,extra_formula_or_level_PMT_1_FRML
31008,KR6769303A80,averaging_not_supported
31009,KR6583302A86,unsupported_PRCP_GRTE_RT
31011,KR6513302A83,unsupported_PRCP_GRTE_RT
31017,KR6523304A80,missing_explicit_survival_coupon
31025,KR6643301A89,payment_lag_not_identifiable_from_maturity
31028,KR6663305A83,unsupported_ki_window
31029,KR6703331A85,missing_explicit_survival_coupon
31030,KR6533353A89,extra_formula_or_level_PMT_1_FRML
31031,KR6533355A87,missing_explicit_survival_coupon
31033,KR6533314A87,extra_formula_or_level_PMT_1_FRML
31034,20200730000118_24903,missing_explicit_survival_coupon
31035,KR6513306A89,unsupported_PRCP_GRTE_RT
31036,KR6573314A83,missing_explicit_survival_coupon
31039,KR6533357A85,missing_explicit_survival_coupon
31045,KR6659306A80,averaging_not_supported
31048,KR6533354A88,payment_lag_not_identifiable_from_maturity
31049,KR6533316A85,missing_explicit_survival_coupon
31050,KR6533317A84,missing_explicit_survival_coupon
31053,20200730000114_24893,missing_explicit_survival_coupon
31054,KR6533358A84,missing_explicit_survival_coupon
31062,KR6663311A85,unsupported_ki_window
31063,KR6533319A82,missing_explicit_survival_coupon
31066,KR6583344A86,unsupported_PRCP_GRTE_RT
31068,KR6513301A84,payment_lag_not_identifiable_from_maturity
31075,KR6513307A88,unsupported_PRCP_GRTE_RT
31078,KR6663307A81,unsupported_ki_window
31081,KR6769312A89,averaging_not_supported
31082,KR6533356A86,extra_formula_or_level_PMT_1_FRML
31095,KR6533372A86,payment_lag_not_identifiable_from_maturity
31097,KR6659318A86,averaging_not_supported
31099,KR6659319A85,averaging_not_supported
31108,KR6533377A81,payment_lag_not_identifiable_from_maturity
31109,KR6533376A82,payment_lag_not_identifiable_from_maturity
31110,KR6513315A88,unsupported_PRCP_GRTE_RT
31112,KR6533349A86,missing_explicit_survival_coupon
31114,KR6769323A86,averaging_not_supported
31115,KR6533374A84,extra_formula_or_level_PMT_1_FRML
31116,KR6643304A86,payment_lag_not_identifiable_from_maturity
31122,KR6533345A80,extra_formula_or_level_PMT_1_FRML
31125,KR6533375A83,payment_lag_not_identifiable_from_maturity
31127,KR6533343A82,unsupported_PRCP_GRTE_RT
31128,20200806000276_1824,unsupported_ki_window
31129,20200806000025_24918,missing_explicit_survival_coupon
31132,20200803000035_8812,unsupported_PRCP_GRTE_RT
31133,KR6533346A89,missing_explicit_survival_coupon
31134,KR6663312A84,unsupported_ki_window
31135,KR6533347A88,missing_explicit_survival_coupon
31146,KR6793307A86,missing_explicit_survival_coupon
31151,KR65833A0A81,unsupported_PRCP_GRTE_RT
31176,KR6703321A87,missing_explicit_survival_coupon
31188,20200813000115_8892,unsupported_PRCP_GRTE_RT
31191,KR6543349A85,unsupported_PRCP_GRTE_RT
31194,KR6543350A81,unsupported_PRCP_GRTE_RT
31195,KR6643308A82,payment_lag_not_identifiable_from_maturity
31197,KR6533392A82,missing_explicit_survival_coupon
31203,KR6659339A81,averaging_not_supported
31208,KR6533393A81,missing_explicit_survival_coupon
31211,KR6533391A83,extra_formula_or_level_PMT_1_FRML
31215,KR6533395A89,missing_explicit_survival_coupon
31224,KR6513326A85,unsupported_PRCP_GRTE_RT
31225,KR6769343A82,averaging_not_supported
31226,KR6769344A81,averaging_not_supported
31230,KR6663322A82,unsupported_ki_window
31235,KR6SS00000E2,missing_explicit_survival_coupon
31239,KR6SS00000C6,extra_formula_or_level_PMT_1_FRML
31240,KR6793313A88,missing_explicit_survival_coupon
31242,KR6513327A84,unsupported_PRCP_GRTE_RT
31244,KR6SS00000D4,payment_lag_not_identifiable_from_maturity
31245,KR6513316A87,payment_lag_not_identifiable_from_maturity
31264,KR6YT0000018,unsupported_ki_window
31265,KR6YT0000091,unsupported_ki_window
31266,20200828000513_363,payment_lag_not_identifiable_from_maturity
31272,KR6ZW0000050,averaging_not_supported
31280,KR6DS0000030,unsupported_PRCP_GRTE_RT
31283,KR6ZW0000043,averaging_not_supported
31284,KR6SS0000061,extra_formula_or_level_PMT_1_FRML
31285,20200828000244_24984,extra_formula_or_level_PMT_1_FRML
31289,KR6SS00001K7,missing_explicit_survival_coupon
31290,KR6SS0000087,missing_explicit_survival_coupon
31294,KR6SS00000A0,missing_explicit_survival_coupon
31304,20200828000244_24987,payment_lag_not_identifiable_from_maturity
31305,KR6SS0000079,missing_explicit_survival_coupon
31312,KR6KW0000078,averaging_not_supported
31313,KR6KW0000086,averaging_not_supported
31315,20200831001338_4598,unsupported_ki_window
31316,KR6DS0000055,unsupported_PRCP_GRTE_RT
31323,KR6KB0000155,unsupported_PRCP_GRTE_RT
31324,KR6DS0000006,payment_lag_not_identifiable_from_maturity
31334,KR6SS0000285,payment_lag_not_identifiable_from_maturity
31336,KR6SS0000293,payment_lag_not_identifiable_from_maturity
31346,KR6YT0000083,unsupported_ki_window
31352,KR6EG0000033,payment_lag_not_identifiable_from_maturity
31366,KR6MD0000199,missing_explicit_survival_coupon
31370,KR6SS0000368,payment_lag_not_identifiable_from_maturity
31371,KR6SS0000129,missing_explicit_survival_coupon
31376,KR6ZW00000F4,averaging_not_supported
31377,KR6ZW00000E7,averaging_not_supported
31378,KR6SS00000Y0,extra_formula_or_level_PMT_1_FRML
31379,KR6KS00000T8,missing_explicit_survival_coupon
31380,KR6SS00000Z7,missing_explicit_survival_coupon
31388,KR6SS0000103,missing_explicit_survival_coupon
31391,KR6SS0000350,missing_explicit_survival_coupon
31392,KR6SS0000376,extra_formula_or_level_PMT_1_FRML
31406,KR6YT00000A1,unsupported_ki_window
31410,KR6DS0000089,unsupported_PRCP_GRTE_RT
31412,KR6DS0000014,unsupported_ki_window
31413,KR6KB00002S5,unsupported_PRCP_GRTE_RT
31415,KR6SS00003B2,payment_lag_not_identifiable_from_maturity
31416,KR6KW00000M7,averaging_not_supported
31419,KR6KW00000N5,averaging_not_supported
31420,KR6SS00003A4,payment_lag_not_identifiable_from_maturity
31441,KR6SS00003H9,missing_explicit_survival_coupon
31442,KR6SS00003R8,payment_lag_not_identifiable_from_maturity
31443,KR6SS00003Q0,payment_lag_not_identifiable_from_maturity
31449,KR6SS00003J5,payment_lag_not_identifiable_from_maturity
31454,KR6YT00000G8,unsupported_ki_window
31460,KR6SS00003K3,payment_lag_not_identifiable_from_maturity
31466,KR6SY00001S2,missing_explicit_survival_coupon
31468,KR6BK0000064,missing_explicit_survival_coupon
31473,KR6SY0000200,missing_explicit_survival_coupon
31475,KR6EG0000066,missing_explicit_survival_coupon
31479,KR6SS00002W0,missing_explicit_survival_coupon
31491,KR6SS00002T6,extra_formula_or_level_PMT_1_FRML
